business_id,active,categories,review_count,business_name,stars
iq8BbCBog6NJH7rHEqb_ZA,TRUE,Health Markets Food Specialty Food Sandwiches Restaurants,5,Sprouts,4
IQaND6HcN6NdtQ8QysO3Fg,TRUE,Mexican Restaurants,76,Carolina's West,3.5
IqCiBDhbQE25SAiatC6A,TRUE,Interior Design Shopping Home Decor Home & Garden Home Services,3,Casa Paloma Home Interiors & Design,4.5
iQINCjBo7FtsLSHiZw2nQg,TRUE,Bakeries Food Breakfast & Brunch Sandwiches Restaurants,31,Paradise Bakery & Cafe,3.5
iqkZLHs4pBeTTFG3NJ47Fg,TRUE,Thrift Stores Shopping,4,Savers,3
iqLVYrsX25XUZqjRjvbYfg,TRUE,Bakeries Food Coffee & Tea,121,Tammie Coe Cakes,4
IqOTL8BDF1PS5DAgD9oHnA,FALSE,American (Traditional) Restaurants,5,Marie Callendar's,2.5
IqRNPvXvbUbxvfgC6cj6gg,TRUE,Diners Restaurants,8,Denny's,4
iqVDfE7XknJ6kDIoepT_xQ,TRUE,American (New) Restaurants,8,Village Inn Restaurants,3.5
iQyhdf2rS2cnEpAjLYLog,TRUE,Auto Repair Automotive Tires,3,Fletcher's Tire & Auto Service,1.5
IRE33Q9XQMgWy92akbVCoQ,TRUE,Women's Clothing Men's Clothing Fashion Shopping Accessories,5,Ted Baker,5
ire64v4ZquitAVF2_KIPqA,TRUE,Skin Care Massage Beauty & Spas,9,The Spa at Talking Stick Resort,4
iREJWfv8vLr6fBrGyg0IOg,TRUE,Shopping Drugstores,9,Fry's & Fry's Marketplace,4.5
iRg16D8dWjmv70NF68kgRA,FALSE,Restaurants Italian,46,Crudo,4
IrKh06dXhLyiO4dVHGnLFA,FALSE,Delis Restaurants,5,Miracle Mile Deli,2.5
irNhzcao8kH6XkNeE916zA,FALSE,Bars Food Nightlife Lounges American (New) Restaurants,7,Fusion Restaurant and Lounge,4
irVjrnurmB03bTaj9BXofg,TRUE,Food Ice Cream & Frozen Yogurt,49,Yogurtini,4
IRxBQfA7FdHhzrPjtBxuuw,TRUE,Thai Restaurants,76,Thai Basil,4
IRy9pB3mQ4V7RYWsKrJfQ,TRUE,Pet Services Photographers Event Planning & Services Pets,5,Cow Dreamz Photography,5
isolmqaSZ0KCoe_ftW5w,TRUE,Active Life Golf,5,Tonto Verde Golf Club,3
isFKHyoZGlS08YTwSUVazg,TRUE,Auto Repair Automotive Windshield Installation & Repair Auto Glass Services,6,Sun Devil Auto,3
IsFQ32WyFS3WSoXjUJ1dcQ,FALSE,Greek Mediterranean Restaurants,9,Cafe Afify,3.5
ISHaYZ4DnLwzjHYW3922NA,TRUE,Auto Repair Automotive,3,AZ Auto Air,5
ishjLG3Sc94ZOelXZZhaIw,TRUE,Japanese Restaurants,52,Benihana,3
ISkukkcFdHgjy_Wnma9ZxA,TRUE,Beauty & Spas Nail Salons,4,Nail Depot & Spa,3
IsTAWWa6fYNp6gvTigi7A,TRUE,Auto Repair Automotive,3,Mikes Automotive,4.5
iSZFjTt2JOpow9PdKQeR0g,TRUE,Hotels & Travel Event Planning & Services Hotels,5,Homewood Suites by Hilton Chandler Fashion Center,4
it7e85D0cwN2W2M1BVKHUA,TRUE,Auto Repair Automotive,4,Midas Auto Service,3.5
It8Q9l1EEtTr9NPpTgGPA,TRUE,Latin American Caribbean Restaurants,53,My Arepa,3.5
iTBQsHYU2RwrCP_Gaudeg,TRUE,Food Grocery,9,Phoenix Ranch Market,3.5
ITcg0ABneVKWREfzx7v7Og,TRUE,Churches Religious Organizations,3,St George Antiochian Orthodox Church,4.5
iTcjbM88nBKM4blh5h5pA,TRUE,Discount Store Shopping,4,Dollar Tree Stores,4
ItMihRRt810HgctGofF3g,TRUE,American (New) Restaurants,112,Nourish,3.5
itpHJcXW0PXNsdTbbKMfpA,TRUE,Optometrists Health & Medical Shopping Eyewear & Opticians,3,Horwitz Vision Center,4.5
iU2xLh56_yPtfB42cH75Q,TRUE,Hotels & Travel Event Planning & Services Hotels,8,Sleep Inn Phoenix Airport,3.5
IU3zWQCMj7sGzYRVjz4z5A,TRUE,Arts & Crafts Shopping,9,Scrap Happy Sisters,3.5
Iu8jmmDFcDSf5PCdor1dvg,TRUE,Active Life Gyms Trainers Fitness & Instruction,21,24 Hour Fitness,4
IuAPYzf3NSyfyXYgT46YVA,TRUE,Gastropubs American (New) Restaurants,203,FnB,4.5
Iuml1UUgrAX1HyU50IWBEw,TRUE,Hotels & Travel Event Planning & Services Hotels,22,Hilton Garden Inn Phoenix Airport North,4
iUNdx5k8AFC_tK1nnuW3_A,TRUE,Food Beer Wine & Spirits Breweries,6,Brew Your Own Brew,5
iuNFLECW_VOhobM8QO9UCQ,TRUE,Photographers Event Planning & Services,3,Boudoir Bliss,5
iung9K8cFAPLdA9k2DUoxA,FALSE,Barbeque Restaurants,34,The Notorious PIG,2
Iup_trO5wBDrkv9YjlU54w,FALSE,Dive Bars Bars Nightlife,18,Rogue West,4.5
iUwJItkdtX2BSW8Gm06oTQ,TRUE,Health & Medical Pharmacy,3,CVS/pharmacy,3
iuwvs0X3h_BCnzsX2hTA,TRUE,Active Life Day Spas Beauty & Spas Swimming Pools Sports Clubs,11,LA Fitness,3.5
iUyptDuZLnCYSlTFVMm5kA,FALSE,Bakeries Food Coffee & Tea,6,Carden's Cafe,3.5
IuYs9ys6bwhKs2_sUKsbQ,TRUE,Pizza Restaurants,11,CiCi's Pizza,3.5
iV7D7fHKbbF9fCL_bEMtA,TRUE,American (New) Restaurants,115,Cork Restaurant,4
IVc23uY36WUNYoIbz42Fg,TRUE,Wine Bars Bars American (New) Nightlife Restaurants,343,Switch Restaurant & Wine Bar,4
IVcJFeRGNWpn4sZvmWpiA,TRUE,Dive Bars Bars Nightlife Restaurants,25,Prankster's Gar and Brill,4
IvErHIfI6MzCu0zYJgRrhw,TRUE,Local Services Couriers & Delivery Services,3,Mail Call,4.5
iVionVM1ZyeyaRbuMpIdg,FALSE,Active Life Trainers Fitness & Instruction,4,Arizona Trapeze School,5
ivqKDODdBL2xSQBSfbZ3Mg,TRUE,Hair Salons Beauty & Spas,8,Jennifer Andre Salon,4.5
IVRfWBL3u4qD6QC4l9ne8A,TRUE,Food Ice Cream & Frozen Yogurt,6,Cold Stone Creamery,4
iVtOE7_UGPsxiioGc034tQ,TRUE,American (Traditional) Fast Food Restaurants,4,Sonic DriveIn,3
IVv4Lr5_OXuezqe9vct8_g,TRUE,Department Stores Fashion Shopping,4,Old Navy,3.5
ivVVCPUm9mmU6K7xR41vEg,TRUE,Sandwiches Restaurants,22,Jersey Mike's Subs,4
IW6qDLuZuUcxmw8PyJsOQ,FALSE,Seafood Mexican Restaurants,3,Mariscos Ensenada Num 6,2.5
iw7UZLP7Kp1gpNdCIf9Gg,TRUE,Fast Food Pizza Restaurants,4,Pizza Hut,2.5
IW9yHeqnFCEbO5s1UCrqeA,TRUE,Bakeries Food Desserts,33,Arai Pastry,4.5
IwhkOh4fPsiU7TThIsz6Og,TRUE,Japanese Chinese Restaurants,34,Bamboo Grille,3
IWJ9LI3VCH2iGcHEkfrKA,TRUE,Local Services IT Services & Computer Repair,4,PC Savants,4
iwkOU9LQMG5BllYC_AP1Q,TRUE,Food Grocery Convenience Stores,3,Indian Creek Texaco,3.5
IwkqtlUI8DV48QxCz80WQw,TRUE,Active Life Steakhouses Amusement Parks Restaurants,72,Rawhide At Wild Horse Pass,3.5
iWlaj4R2BTsWR7PwL90BQ,TRUE,Electronics Shopping,58,Fry's Electronics,3
iwN90973uPSLsx5w1_GQog,TRUE,Pool Halls Nightlife,5,LazyQ Billiards,2.5
IWPt6Qmgq9Z4gqn5qmdtFg,TRUE,Sporting Goods Bikes Shopping,11,Kore Bike Industries,4.5
IWwt0vm8lYbVoyGSPd2Z9A,TRUE,American (Traditional) Barbeque Restaurants,154,Rudy's Country Store & BarBQ,4
iWzD1jQNDGAQqbGN0HNuxg,TRUE,Local Services Appliances & Repair,3,InHome Appliance Service,3.5
iwzHQ7aBPrxKybarW5q5TA,TRUE,Food Coffee & Tea,23,The Coffee Bean & Tea Leaf,4
iWZIWEbC1oZKXqnNXC09NA,TRUE,Automotive Body Shops,6,Painters Auto Body,5
Ix0dmtVb7uAZ5P2MGeEdLA,TRUE,Car Wash Automotive,3,Weiss Guys Car Wash,2.5
ix0DXMpqXzT1JBDfeYuvEA,TRUE,Sandwiches Restaurants,21,Paradise Bakery,4
IX5FfZL4P7WGOGxwdD4wA,TRUE,Active Life Dog Parks Parks,4,Roscoe Park,4
ix5po_okLs_LDzoyaL0TZA,TRUE,Food Grocery,4,AlbertsonsOsco,4
ix5rNG55EmWbzTranmt_Og,FALSE,Pizza Restaurants,6,Boston's Gourmet Pizza,3
IX6_YXOVVWnKdekA1U7ZOg,TRUE,Hotels & Travel Event Planning & Services Hotels,3,Americas Best Value Inn,4
IxapsBJlxJxEsQha2watg,TRUE,Children's Clothing Shopping Fashion Maternity Wear,7,Urban Baby Exchange,3
IXB3PGgSmw4bjTe9lltQw,TRUE,Soup Vietnamese Comfort Food Restaurants,39,Phu Thanh,4
iXemrsz9L2ak1wDOI6dXOQ,TRUE,Food Coffee & Tea,3,Tully's Coffee,2.5
iXQQtpxSlzFyQoE9u3wvw,TRUE,Post Offices Public Services & Government,5,USPS,2
IxRxm34eehQVx1qcsIAWg,TRUE,Food Grocery,4,Sam's Club,4
IXssz6NsgXRrVjThcMaw,TRUE,Shopping Centers Shopping,31,SanTan Village,4
iXT19WQLq_5ua6uFNuVKpQ,TRUE,Hair Removal Beauty & Spas,37,European Wax Center PhoenixCamelback,3.5
ixTr1qXUFGTzyaZUuCDDvg,TRUE,Burgers Restaurants,11,Whataburger Restaurants,3
ixxKknYQAGGpCE1LhmFg3A,TRUE,Women's Clothing Men's Clothing Fashion Shopping Shoe Stores,4,Boot Barn,5
iy0BiPp2F__f_F03b8SZcg,TRUE,Hotels & Travel Event Planning & Services Hotels,11,Scottsdale Villa Mirage,3
iy40ONEcRbemqtqf0o2Xg,TRUE,Beauty & Spas Nail Salons,6,Colorful Nails,4.5
IYeenY7HilJrKUIur3Eijw,TRUE,Seafood Restaurants,11,Lakeshore Restaurant,3
iYj4QlA3Of2WHTtyYGTodw,TRUE,Local Services Arts & Crafts Shopping Fabric Stores Sewing & Alterations,14,The Bernina Connection,4.5
iyjEqYqSkmAya95A9hW8w,TRUE,Food Ethnic Food Grocery Specialty Food,15,Phoenix Ranch Market,4.5
IyJQoqUTYFAYPYpy6fssCw,TRUE,Beauty & Spas Nail Salons,3,1st Nails II,5
IYKDw_YblTtQVtgsUmuxdA,TRUE,Home Services Contractors,4,Phoenix Pavers,4
IykF45RvqD14rudLTDoigA,TRUE,Food Ice Cream & Frozen Yogurt,7,Cold Stone Creamery,3
IyldfEGfCVcEOb7SMlKs7Q,TRUE,Arts & Entertainment Performing Arts Nightlife Comedy Clubs,26,Jester'Z Improv Comedy,4
IyPaY4B3PAKQ6YloZskuAA,TRUE,Hotels & Travel Event Planning & Services Venues & Event Spaces Hotels,8,Holiday Inn Express Hotel & Suites Surprise,4.5
iYr8t8RVPCiWABBO4I6HgA,TRUE,Mexican Restaurants,8,Del Taco,3.5
iyTQbU_XdznZ48AzeQfbdg,TRUE,Hotels & Travel Event Planning & Services Hotels,3,Quality Inn,3
iYurRVLT_6WIu5ccbwQNQ,TRUE,Active Life Dog Parks Parks,3,Quail Run Park,4.5
IYVGbbABepLZ8j1bvrycLQ,TRUE,Bakeries Food American (Traditional) Restaurants,4,Coco's Family Restaurant,2.5
iywcM_iK4vk8a7qJSRDhKQ,TRUE,Tires Automotive Fashion Shopping Department Stores,3,WalMart Supercenter,4
IYWTOj970XqG2z9Xft_8SA,TRUE,Food Bagels Delis Restaurants,17,Einstein Bros Bagels,2.5
IYYaa562PybzXf8tQnT17w,TRUE,Arts & Entertainment Stadiums & Arenas,66,Camelback Ranch,4
iyZh2ZgSGgDCWk8sP2sAFA,FALSE,Bars Sports Bars Nightlife,7,Babe's Sports Bar,2.5
iZ2IPOnX7nNOcdPzqiWq8A,TRUE,Barbers Beauty & Spas,3,John's Cutting Edge Barber Shop,4
iz7CE0jUgo3UU6DJbpvQ,TRUE,Mexican Restaurants,3,My Favorite Martin's Restaurant,3
IzA5qhgjpDSeRS2Ei5NOA,FALSE,Fish & Chips Restaurants,5,Jr's Fish and Chips,2
IzBgwy7wngkk1o_1xSagA,TRUE,Hair Salons Skin Care Nail Salons Beauty & Spas,6,Salon Sanctuary,4
Izizcby4_u1u_d6suB9Jzw,TRUE,Professional Services Graphic Design Web Design,4,Splinter Creative,5
iZpgRNPogioU5sEaDyl5uw,TRUE,Chinese Restaurants,49,Chopstick Express,3
iZqO52AeTq6lnn4kn6TOQ,TRUE,Hotels & Travel Restaurants Event Planning & Services Hotels,7,Hilton Phoenix East,3
IzqTVoGzGLBrgt8Ttb25Yg,TRUE,Active Life Parks,9,Estrella Mountain Regional Park,4
IZUen3dTmJ67DmAimLcKqQ,TRUE,Tires Automotive,5,Discount Tire,3.5
IZvR2t778V3PqopbsZdeg,TRUE,Health & Medical Chiropractors,4,Scp Chiropractic,5
iZwSI8fB_xa8nPAkwqhJwg,TRUE,Health & Medical Dentists Orthodontists,3,Team Orthodontics,5
IZXuFWNtSq7nSmHoOfajdQ,TRUE,Automotive Auto Parts & Supplies,3,Unique Auto Depot,4
i_H_yKtISROjQ4eruSwyPw,TRUE,Korean Hawaiian Restaurants,49,Paradise Hawaiian BBQ,3.5
I_mPpc15e_97LXM1DiJVaA,TRUE,Pets,4,Pet Planet,5
I_N5bCA6j0TFMpy1xYKdQ,FALSE,German Restaurants,37,Black Forest Mill,3.5
i_PkfGnX3J4Zsipp0chvwA,TRUE,Food Grocery,3,Safeway,3.5
J8hrhY9Wzo77TgVdbaKg,TRUE,Hair Salons Beauty & Spas,4,Kelly Hill Salon,5
Jc25QK8xBqv1PhuUkoTQ,TRUE,Beauty & Spas Hair Removal Laser Hair Removal,9,Laser For Less,5
JHAglJTtSV2xaALR0XBOA,TRUE,Mexican Restaurants,3,Raul's Original,3.5
jVL1pxIxTCqjgDVOzwx1Q,TRUE,Tires Automotive,3,Discount Tire,3.5
jXjFrtBIp9ti06XytSNfg,TRUE,Pets Pet Stores,3,Pet Club,3.5
JZZcapKrlAlq0h0zAnWKw,FALSE,Restaurants,4,Posh Nosh,2.5
j_jKQ5IE4hqQzAhsApw,TRUE,Fast Food Chicken Wings Restaurants,35,ChickFilA,4.5
J00iWWT7HZ8NC1SrwdYfdw,TRUE,Hotels & Travel Car Rental,4,Dollar Rent A Car,3.5
j0cGt8mCE42QobJkcfrYw,TRUE,Financial Services Insurance,3,Jeff Caler  State Farm Insurance Agent,5
j0h1Mb3gwknnqR9kFH8tWA,FALSE,Bars Nightlife,11,Acme Bar & Grill,2
j0KpcQkVGgB6_v_q9ZH3_Q,TRUE,Shopping Mobile Phones,3,AT&T,2
j0mNAIzwRH1QHTuMQaYX1g,TRUE,Food Grocery,16,El Rancho Market,4
j0pznV0Lf0grFBQqtL_qw,FALSE,Asian Fusion Restaurants,5,The Bamboo Club,3
j0UcGuOex9_N_IK1KPpA,TRUE,Pizza Restaurants,26,Slice of Sicily,4
j1k5n2rKVfb08oEPvrbHkg,TRUE,Shopping Drugstores Beauty & Spas Food Convenience Stores Cosmetics & Beauty Supply,5,Walgreens,2.5
j1Kdv1hOm1A6m2NL0k5MXw,TRUE,Shopping Antiques,4,Treasures From the Past Antiques,3
j1Ql05L7wn_8GGLj3jHkWg,TRUE,,3,Ford Robert Black Agency,5
J1SyE2sa9WHPHmaOSl3fg,TRUE,Indian Pakistani Restaurants,4,Copper Kettle Curry House,3
J1uE5HFQWD30Rw897mGhEQ,TRUE,Sandwiches Restaurants,7,The Sandwich Shoppe,4.5
j2a5uJz76rK9uTRgLn5TdQ,TRUE,Thai Restaurants,39,Osha Thai Cafe,4
J2Ba_GWP8UBZqfjTZfYgog,TRUE,Oil Change Stations Automotive,8,Avis Lubrication,5
J2osMAKvq8w0NIZoGkorxw,TRUE,Burgers Restaurants,6,Five Guys,2.5
j3gRIz4OpIcW2QhJkaeQg,TRUE,Pet Services Pet Groomers Pet Training Pet Stores Pets,3,Petco,4.5
J3INwTy4KZJ8aJwVoOqAJA,TRUE,Mexican Restaurants,23,Garcia's Mexican Restaurant,3
J3tKz4vhJmK_lD0bWnoYYA,TRUE,Pets Pet Stores,3,Animal Kingdom 9,2
J3VvIU1ZDqg9a9e7zKQSQ,TRUE,Mexican Restaurants,28,Top Shelf Mexican Restaurant,3
j559p_Yelp12W2W_gTvDaA,TRUE,Landmarks & Historical Buildings Public Services & Government,3,Arizona State Capitol,2.5
j5HLcBru7FEirYJPbKFVWA,TRUE,Bakeries Food Sandwiches Restaurants,40,Breadcrafters Bakery & Cafe,3.5
j5tNIkM_UbyaiAGPqqLJcQ,TRUE,Food Ice Cream & Frozen Yogurt Fast Food Restaurants,3,Dairy Queen,4.5
J6OojF0R_1OuwNlrZIynQ,TRUE,Health & Medical Urgent Care,3,NextCare Urgent Care,3
j6VY9UwaQCiEWfQtNyEouQ,TRUE,Mexican Restaurants,3,Panaderia Y Tortilleria,4
j7YRDU63fw975an55zHGg,TRUE,Indian Pakistani Restaurants,12,ZGrill,4
J7DYRCtU9Tdtja5c7k1sjQ,FALSE,Burgers Barbeque Restaurants,15,Buffalo Wild Wings,3
j7n42b5qDMJR68q3Dv9u6A,FALSE,Mediterranean Restaurants,4,La Mirage,3
j7XuypdW_w935NhjbvKPQw,TRUE,Soup Japanese Restaurants,171,Republic Ramen + Noodles,3.5
J7ZNnzbCoyMqdy608wl6A,FALSE,Indian Restaurants,6,Curry Leaf Indian Grill,3
J7zXaGgQ7U6rWlaUBVEjjQ,TRUE,Auto Repair Automotive,7,Autoplex Auto Service,4.5
J81TicyMBIMqhBUXh8HXhQ,TRUE,Automotive Smog Check Stations,5,ADEQ Emissions Testing Station,4
j8EdmN5dN_hUZ5Y1wfDFdg,TRUE,Buffets Restaurants,4,Blue Pacific Super Buffet,2.5
J8H7MAbVuWhbdtvAiL76AA,TRUE,Shopping Mobile Phones,4,Sprint,2
J8mGEhhQGVWqxJVijiHQ0g,TRUE,Delis Sandwiches Restaurants,5,Greenway Grill & Deli,4
j8NI4Dd9ANuyrMZ8vTN1eA,TRUE,Hotels & Travel Taxis Transportation,4,Big Orange Bus,4
j8nyAaN_w5t6wYvni23sg,TRUE,Nightlife Bars American (New) Sports Bars Restaurants,74,Coach & Willies,3
JA7igi_k1pm3EK9K7D5EJA,TRUE,Food Food Delivery Services,9,Safeway Home Grocery Delivery,2.5
ja9olZB5ujIRKsVtZ1qgw,TRUE,Hair Salons Beauty & Spas,3,Great Clips,3
JaB9v7_EwTB8vv7YDxqrw,FALSE,Mexican Restaurants,4,Cocono's,2.5
JAfPOKUAYK2_lSRnyKBgpw,TRUE,Barbers Shopping Cosmetics & Beauty Supply Beauty & Spas,4,The Art of Shaving,4.5
JAtDIUwNKHxd_69efNgP6g,TRUE,Food Specialty Food Fruits & Veggies Farmers Market,5,McClendon's Select,5
jB1fFl1eIEPYe5FLpCZ5Jg,TRUE,Sandwiches Restaurants,49,Sacks Art of Sandwicherie,4
JB9zRTOKSS1ApkF1T7_khw,TRUE,Fast Food American (Traditional) Restaurants,8,Mid City Kitchen,3.5
JBalwMoa6TnjYBhvNKhqw,TRUE,Food Convenience Stores,3,Qt #496,4.5
JBCBlVaHfZUZrqlQfryDA,TRUE,Thai Vietnamese Restaurants,83,Pho Da Lat,3.5
jBCrBi39yF0liwKxh7gOQ,FALSE,Food Ice Cream & Frozen Yogurt,7,Jepe Gelato,3.5
JbJDlfcnYiyZRXeHQcAVjg,TRUE,Fast Food Southern Chicken Wings Restaurants,45,Raising Cane's,3
jbKVbSz51F8IcewsiRQu4A,FALSE,Chinese Restaurants,140,Golden Buddha,3
JbpCMPizjh0UpJB6VNboIQ,TRUE,Barbers Beauty & Spas,3,Roma Barber Shop,3.5
jBSx81vaJsakhNDnyv0Wpw,TRUE,Pizza Restaurants,10,Barro's Pizza,4
Jbv39pK_ConiOlS3Rba05g,TRUE,Italian Pizza GlutenFree Restaurants,44,Picazzo's Organic Italian Kitchen,3
jBZpROtgpME0oz9caUjGrg,TRUE,Tires Automotive,4,Big O Tires and Service Centers,2
jceqTmtGyR79GcG94aNj7Q,FALSE,Arts & Crafts Shopping,4,Arizona Knitting & Needlepoint,3
jch1dxmn8_O_HdBEyw8wkg,TRUE,Food Ice Cream & Frozen Yogurt,28,Ocean Blue Frozen Yogurt Westgate,3.5
jChJBT0MKKZeSk66HxZBdw,TRUE,Veterinarians Pets,4,Sonoran Foothills Pet Clinic,5
jcMwUkEOER1yLcmLFz0ksA,TRUE,,3,The LEGO Store,5
jCOTob1avPH52RNuniylkg,TRUE,Mexican Restaurants,95,Abuelo's,3.5
jcQgDviuCuJLJWjYoTy9MA,TRUE,Plumbing Home Services,4,Rocket Rooter Plumbing and Drain Service,5
jCt_p9sLgNOMJy5_0uo1HQ,TRUE,Women's Clothing Men's Clothing Fashion Shopping,6,SmartScrubs,3.5
jCUOqEK8Lln0PK3GeUl6IQ,TRUE,Food Coffee & Tea,201,Copper Star Coffee,4
JcWk6o9gGXeNk6EamLoA6w,TRUE,,5,Kfc,1.5
jcWWytqmzMK7gu5zOmxkYg,TRUE,Used Vintage & Consignment Fashion Shopping Maternity Wear Baby Gear & Furniture,6,Baby Bloomers,4
JCXDSh1joJEYz9QOIojqlw,TRUE,Local Services,3,Mike Nye's Instrument Repair,4.5
jcXeqw7G2g4zvf0igG2Hdg,TRUE,Marketing Professional Services,3,Mind the Gap Marketing Solutions,4.5
Jc_DTEvDNo0jQiYjJt_BCw,TRUE,Hotels & Travel Event Planning & Services Hotels,3,Westin Kierland,4.5
Jd5sLVzE_p_LfJMBmbOhSA,FALSE,GlutenFree Sandwiches Vegan Restaurants,26,All Wrapped Up,4
JdF1nBsMx6p0WwKXIJlfxA,FALSE,Mexican Restaurants,24,Ninfa's Mexican Kitchen,3
JDFmfsK_i20VFXbGE1PRVw,TRUE,Hair Salons Nail Salons Beauty & Spas,19,Uni Hair and Nail Salon,3
Jdr6zNZAY2cgnVixA4gBQ,TRUE,Doctors Health & Medical Obstetricians & Gynecologists,4,Goodman & Partridge OB/GYN,2
jdStuaC_1leN_DNGcQ0yEw,FALSE,American (New) Restaurants,5,Latilla,5
jdtc9AARnZLOi38Qvkdm7Q,TRUE,Active Life Amusement Parks Event Planning & Services Venues & Event Spaces,18,Imagination Avenue,4
JdwvA6BxRBukQQecZUIYpg,TRUE,Breakfast & Brunch Restaurants,3,The Terrace,4
jDZS6BUrz5PIM4iQCTMsg,TRUE,Food Coffee & Tea,21,The Coffee Bean & Tea Leaf,4
Je8QTq9npdNeQLEMEgw8Zg,TRUE,Wine Bars Bars Nightlife,11,Brix Wine Spot,4
jEGFS3RKzJ87RUqBpTkiww,TRUE,Arts & Entertainment Art Galleries Shopping,4,Wilde Meyer Gallery,5
jeH6GaIqBDr__j9oqxKtA,TRUE,Pizza Restaurants,6,Rosati's Pizza,3
JeivzPg5TV_o5ZgLBwhXw,TRUE,Food Gelato,21,Cool Gelato Italiano,4.5
jEkaxdgLxUCf4jtUnCPVWg,TRUE,Food Ice Cream & Frozen Yogurt,50,Yogurt Builderz,4.5
jeoEQM5nHZIRLscTJux3MQ,TRUE,Active Life Amateur Sports Teams,3,Arizona Roller Derby,4.5
jePePaC2MlRKujbqy3EtoA,FALSE,Filipino Restaurants,10,Egg Roll Lumpia Factory,3.5
JEreQgso7MH_Io3DXGsEOw,TRUE,Seafood Steakhouses Restaurants,54,Ocean Prime,4
jEWfxxA_kjeJE_Z_ku3zLA,TRUE,Nightlife Bars Sushi Bars Japanese Restaurants,145,RA Sushi Bar Restaurant,2.5
JfFUvn6j86oPQhKNIHFJw,TRUE,Shopping Home Decor Home & Garden,5,Nielsen Diversified,4
jF3BJ0ug2eZqIytkXwyNHg,TRUE,Food Donuts,7,Donut Central,4
jf4RUa9EQO37hqxRCxbEXQ,TRUE,Vietnamese Restaurants,65,Saigon Nites Vietnamese Cuisine,3.5
jf5bA7yLpGny5aeRVzKPWw,TRUE,Allergists Doctors Ear Nose & Throat Health & Medical,5,Samuel Bailey M.D.,3
jF7R5nxyGiwPM5Q7xLfD5g,TRUE,Fashion Shopping Shoe Stores,14,High Point,4
jfDBaBgwINrGYAo8p2MJ4g,TRUE,Food Donuts Chinese Restaurants,148,China Magic Noodle House,4
jFfrM1yL1icUZXjBpxmeg,TRUE,Hot Dogs Restaurants,49,Nogales Hot Dogs,4.5
jfKQHfwKmeLXnwAdbzgxZQ,TRUE,Auto Repair Automotive,6,Gab's Auto Repair,5
JfNLQnaZBDvrzzpy431XJQ,TRUE,Home Services Real Estate Apartments,3,Biltmore On the Lake,2.5
jFoLuxZFScgt5ZXNPTIOhg,FALSE,Sushi Bars Asian Fusion Chinese Restaurants,34,Fusion Sushi & China Bistro,4
jfXqQTdxktGQWkELGn7wA,TRUE,Food Desserts American (Traditional) American (New) Restaurants,35,The Cheesecake Factory,3.5
jfzBB5Z7VTsABFT4saJ8tw,FALSE,Restaurants Italian,11,Pasta N More,4.5
Jg3COi2_fHG7urLHTKvP1g,FALSE,Restaurants Italian,9,That's Italiano,3
JGaszk_JmiyxiIVPYdobg,TRUE,Pets Pet Stores,10,Bark Avenue Pet Supply,4
JgA_FDowbryQiKgs6ruBmA,TRUE,Restaurants,3,Dairy Queen of Avondale,2.5
jgbEZzERVI4yvAAtXWW93A,TRUE,Restaurants Pizza Italian,157,La Piazza al Forno,4
jge7Bqr8pSYlT0Z1KF2Tiw,TRUE,Active Life Pilates Fitness & Instruction,3,The Pilates Bodies,5
JgJ70V_tCPVcn97aSZVug,TRUE,Restaurants,3,McDonald's Restaurants,2.5
jGldmslgIegQNM5kvb851Q,TRUE,Restaurants Italian,123,Maggiano's Little Italy,3.5
JGpl_nv5hHKGEOdphj9g,FALSE,Mexican Restaurants,4,Casa De Angelina,3
JgR9549t1KZJMFPgTtSCbA,TRUE,Buffets Restaurants,16,Souper Salad,3.5
JGTPb06Ix_v7uq3HADzq8w,TRUE,TexMex Restaurants,18,Chipotle Mexican Grill,4
jgWAgT7LWPTf5wju9Qkiw,TRUE,Chinese Restaurants,51,Chou's Kitchen,4.5
jh9NywTvVPOnF1I6Pc9ng,TRUE,Sandwiches Hawaiian Restaurants,26,Rumbi Island Grill,4
jHczNFkohV4XCQW0ulkaA,TRUE,Department Stores Fashion Shopping,4,Big Lots,3
jhI4kxnLhK3olQ5rfCyvPQ,TRUE,Optometrists Health & Medical,11,Eyecare Plus Scottsdale,5
JhlpgZ_ArUOIOSnI4MWpQ,TRUE,Hair Salons Beauty & Spas,3,Salon Stylush,5
JHp5mJvYe6UtM_QsklRiw,TRUE,Pizza Restaurants,9,Peter Piper Pizza,3
jHte0SjUldZeDDZ5py0ZhA,TRUE,Fast Food Pizza Restaurants,3,Pizza Hut,4.5
JHUcIssf3crggsVxfQ8q8w,TRUE,Fast Food Restaurants,11,Popeyes Louisiana Kitchen,4
JhupPnWfNlMJivnWB5druA,TRUE,Bars American (Traditional) Nightlife Lounges Restaurants,299,AZ 88,4
JHYqBNAqVzTK9QEMU9cL0w,TRUE,Food Street Vendors Mexican Restaurants,6,Big City Burrito,5
JHZKKhBYO_nTzyibcdQRXA,TRUE,Auto Repair Automotive,3,Tempe TuneUp & Repair,3.5
JI72RMUy72PrLbk7EuKCg,TRUE,Local Services Couriers & Delivery Services,3,Coyote Courier Services,4.5
jI9C0j1wQ985aYxNxCU44Q,TRUE,Italian Pizza Restaurants,5,Barro's Pizza,4
